date,country,state,population,confirmed,confirmed_1d,confirmed_moving_avg_7d,confirmed_moving_avg_7d_rate_14d,confirmed_trend,deaths,deaths_1d,deaths_moving_avg_7d,deaths_moving_avg_7d_rate_14d,deaths_trend,month,year
2021-03-18,Brazil,Acre,881935,64234,513,406,1.0797872340425532,stable,1156,12,9,1.125,stable,2021-03,2021
2021-03-19,Brazil,Acre,881935,64878,644,453,1.143939393939394,stable,1168,12,9,1.0,stable,2021-03,2021
2021-03-20,Brazil,Acre,881935,65275,397,421,1.0767263427109974,stable,1176,8,9,1.0,stable,2021-03,2021
2021-03-21,Brazil,Acre,881935,65446,171,404,1.0253807106598984,stable,1181,5,9,0.9,stable,2021-03,2021
2021-03-22,Brazil,Acre,881935,65959,513,432,1.0936708860759494,stable,1190,9,9,1.125,stable,2021-03,2021
2021-03-23,Brazil,Acre,881935,66290,331,416,1.1005291005291005,stable,1201,11,9,1.125,stable,2021-03,2021
2021-03-24,Brazil,Acre,881935,66744,454,432,1.1550802139037433,upward,1210,9,10,1.25,upward,2021-03,2021
2021-03-25,Brazil,Acre,881935,67292,548,437,1.2172701949860725,upward,1217,7,9,1.0,stable,2021-03,2021
2021-03-26,Brazil,Acre,881935,67777,485,415,1.3132911392405062,upward,1224,7,8,0.8888888888888888,stable,2021-03,2021
2021-03-27,Brazil,Acre,881935,68575,798,472,1.4567901234567902,upward,1229,5,8,0.8888888888888888,stable,2021-03,2021
2021-03-28,Brazil,Acre,881935,68742,167,471,1.410179640718563,upward,1234,5,8,0.8888888888888888,stable,2021-03,2021
2021-03-29,Brazil,Acre,881935,68905,163,421,1.2874617737003058,upward,1240,6,8,0.8888888888888888,stable,2021-03,2021
2021-03-30,Brazil,Acre,881935,69103,198,402,1.0578947368421052,stable,1253,13,8,0.8,stable,2021-03,2021
2021-03-31,Brazil,Acre,881935,69657,554,417,1.1209677419354838,stable,1262,9,8,0.8888888888888888,stable,2021-03,2021
2021-04-01,Brazil,Acre,881935,69988,331,386,0.9507389162561576,stable,1269,7,8,0.8888888888888888,stable,2021-04,2021
2021-04-02,Brazil,Acre,881935,70851,863,440,0.9713024282560706,stable,1280,11,8,0.8888888888888888,stable,2021-04,2021
2021-04-03,Brazil,Acre,881935,71062,211,356,0.8456057007125891,stable,1284,4,8,0.8888888888888888,stable,2021-04,2021
2021-04-04,Brazil,Acre,881935,71157,95,345,0.8539603960396039,stable,1291,7,9,1.0,stable,2021-04,2021
2021-04-05,Brazil,Acre,881935,71330,173,347,0.8032407407407407,stable,1298,7,9,1.0,stable,2021-04,2021
2021-04-06,Brazil,Acre,881935,71420,90,331,0.7956730769230769,stable,1306,8,8,0.8888888888888888,stable,2021-04,2021
2021-04-07,Brazil,Acre,881935,71880,460,318,0.7361111111111112,downward,1318,12,8,0.8,stable,2021-04,2021
2021-04-08,Brazil,Acre,881935,72403,523,345,0.7894736842105263,stable,1325,7,8,0.8888888888888888,stable,2021-04,2021
2021-04-09,Brazil,Acre,881935,72897,494,293,0.7060240963855422,downward,1334,9,8,1.0,stable,2021-04,2021
2021-04-10,Brazil,Acre,881935,73275,378,317,0.6716101694915254,downward,1339,5,8,1.0,stable,2021-04,2021
2021-04-11,Brazil,Acre,881935,73425,150,324,0.6878980891719745,downward,1343,4,8,1.0,stable,2021-04,2021
2021-04-12,Brazil,Acre,881935,73613,188,327,0.7767220902612827,stable,1353,10,8,1.0,stable,2021-04,2021
2021-04-13,Brazil,Acre,881935,74007,394,370,0.9203980099502488,stable,1367,14,9,1.125,stable,2021-04,2021
2021-04-14,Brazil,Acre,881935,74533,526,379,0.9088729016786571,stable,1374,7,8,1.0,stable,2021-04,2021
2021-04-15,Brazil,Acre,881935,74664,131,323,0.8367875647668394,stable,1383,9,9,1.125,stable,2021-04,2021
2021-04-16,Brazil,Acre,881935,75047,383,308,0.7,downward,1395,12,9,1.125,stable,2021-04,2021
2021-04-17,Brazil,Acre,881935,75334,287,295,0.8286516853932584,stable,1405,10,10,1.25,upward,2021-04,2021
2021-04-18,Brazil,Acre,881935,75405,71,283,0.8202898550724638,stable,1418,13,11,1.2222222222222223,upward,2021-04,2021
2021-04-19,Brazil,Acre,881935,75599,194,284,0.8184438040345822,stable,1433,15,12,1.3333333333333333,upward,2021-04,2021
2021-04-20,Brazil,Acre,881935,75640,41,234,0.7069486404833837,downward,1445,12,12,1.5,upward,2021-04,2021
2021-04-21,Brazil,Acre,881935,75879,239,193,0.6069182389937107,downward,1449,4,11,1.375,upward,2021-04,2021
2021-04-22,Brazil,Acre,881935,76212,333,222,0.6434782608695652,downward,1458,9,11,1.375,upward,2021-04,2021
2021-04-23,Brazil,Acre,881935,76376,164,190,0.6484641638225256,downward,1465,7,10,1.25,upward,2021-04,2021
2021-04-24,Brazil,Acre,881935,76603,227,182,0.5741324921135647,downward,1476,11,11,1.375,upward,2021-04,2021
2021-04-25,Brazil,Acre,881935,76747,144,192,0.5925925925925926,downward,1480,4,9,1.125,stable,2021-04,2021
2021-04-26,Brazil,Acre,881935,76971,224,196,0.599388379204893,downward,1488,8,8,1.0,stable,2021-04,2021
2021-04-27,Brazil,Acre,881935,77146,175,216,0.5837837837837838,downward,1500,12,8,0.8888888888888888,stable,2021-04,2021
2021-04-28,Brazil,Acre,881935,77298,152,203,0.5356200527704486,downward,1517,17,10,1.25,upward,2021-04,2021
2021-04-29,Brazil,Acre,881935,77535,237,189,0.5851393188854489,downward,1525,8,10,1.1111111111111112,stable,2021-04,2021
2021-04-30,Brazil,Acre,881935,77803,268,204,0.6623376623376623,downward,1529,4,10,1.1111111111111112,stable,2021-04,2021
2021-05-01,Brazil,Acre,881935,78016,213,202,0.6847457627118644,downward,1534,5,9,0.9,stable,2021-05,2021
2021-05-02,Brazil,Acre,881935,78152,136,201,0.7102473498233216,downward,1546,12,10,0.9090909090909091,stable,2021-05,2021
2021-05-03,Brazil,Acre,881935,78325,173,194,0.6830985915492958,downward,1552,6,10,0.8333333333333334,stable,2021-05,2021
2021-05-04,Brazil,Acre,881935,78440,115,185,0.7905982905982906,stable,1555,3,8,0.6666666666666666,downward,2021-05,2021
2021-05-05,Brazil,Acre,881935,78610,170,188,0.9740932642487047,stable,1563,8,7,0.6363636363636364,downward,2021-05,2021
2021-05-06,Brazil,Acre,881935,78889,279,194,0.8738738738738738,stable,1568,5,7,0.6363636363636364,downward,2021-05,2021
2021-05-07,Brazil,Acre,881935,79100,211,186,0.9789473684210527,stable,1575,7,7,0.7,downward,2021-05,2021
2021-05-08,Brazil,Acre,881935,79276,176,180,0.989010989010989,stable,1585,10,8,0.7272727272727273,downward,2021-05,2021
2021-05-09,Brazil,Acre,881935,79351,75,172,0.8958333333333334,stable,1589,4,7,0.7777777777777778,stable,2021-05,2021
2021-05-10,Brazil,Acre,881935,79476,125,165,0.8418367346938775,stable,1596,7,7,0.875,stable,2021-05,2021
2021-05-11,Brazil,Acre,881935,79510,34,153,0.7083333333333334,downward,1599,3,7,0.875,stable,2021-05,2021
2021-05-12,Brazil,Acre,881935,79718,208,159,0.7832512315270936,stable,1601,2,6,0.6,downward,2021-05,2021
2021-05-13,Brazil,Acre,881935,79955,237,153,0.8095238095238095,stable,1607,6,6,0.6,downward,2021-05,2021
2021-05-14,Brazil,Acre,881935,80177,222,154,0.7549019607843137,stable,1608,1,5,0.5,downward,2021-05,2021
2021-05-15,Brazil,Acre,881935,80338,161,152,0.7524752475247525,stable,1612,4,4,0.4444444444444444,downward,2021-05,2021
2021-05-16,Brazil,Acre,881935,80399,61,150,0.746268656716418,downward,1614,2,4,0.4,downward,2021-05,2021
2021-05-17,Brazil,Acre,881935,80561,162,155,0.7989690721649485,stable,1620,6,4,0.4,downward,2021-05,2021
2021-05-18,Brazil,Acre,881935,80590,29,155,0.8378378378378378,stable,1625,5,4,0.5,downward,2021-05,2021
2021-05-19,Brazil,Acre,881935,80688,98,139,0.7393617021276596,downward,1631,6,5,0.7142857142857143,downward,2021-05,2021
2021-05-20,Brazil,Acre,881935,80797,109,121,0.6237113402061856,downward,1632,1,4,0.5714285714285714,downward,2021-05,2021
2021-05-21,Brazil,Acre,881935,81235,438,152,0.8172043010752689,stable,1632,0,4,0.5714285714285714,downward,2021-05,2021
2021-05-22,Brazil,Acre,881935,81348,113,145,0.8055555555555556,stable,1633,1,3,0.375,downward,2021-05,2021
2021-05-23,Brazil,Acre,881935,81413,65,145,0.8430232558139535,stable,1635,2,3,0.42857142857142855,downward,2021-05,2021
2021-05-24,Brazil,Acre,881935,81505,92,135,0.8181818181818182,stable,1642,7,4,0.5714285714285714,downward,2021-05,2021
2021-05-25,Brazil,Acre,881935,81651,146,152,0.9934640522875817,stable,1649,7,4,0.5714285714285714,downward,2021-05,2021
2021-05-26,Brazil,Acre,881935,81850,199,166,1.0440251572327044,stable,1652,3,3,0.5,downward,2021-05,2021
2021-05-27,Brazil,Acre,881935,81980,130,169,1.1045751633986929,stable,1652,0,3,0.5,downward,2021-05,2021
2021-05-28,Brazil,Acre,881935,82149,169,131,0.8506493506493507,stable,1655,3,4,0.8,stable,2021-05,2021
2021-05-29,Brazil,Acre,881935,82207,58,123,0.8092105263157895,stable,1657,2,4,1.0,stable,2021-05,2021
2021-05-30,Brazil,Acre,881935,82478,271,153,1.02,stable,1659,2,4,1.0,stable,2021-05,2021
2021-05-31,Brazil,Acre,881935,82524,46,146,0.9419354838709677,stable,1662,3,3,0.75,stable,2021-05,2021
2021-06-01,Brazil,Acre,881935,82581,57,133,0.8580645161290322,stable,1669,7,3,0.75,stable,2021-06,2021
2021-06-02,Brazil,Acre,881935,82753,172,129,0.9280575539568345,stable,1676,7,4,0.8,stable,2021-06,2021
2021-06-03,Brazil,Acre,881935,82937,184,137,1.1322314049586777,stable,1680,4,4,1.0,stable,2021-06,2021
2021-06-04,Brazil,Acre,881935,83123,186,140,0.9210526315789473,stable,1682,2,4,1.0,stable,2021-06,2021
2021-06-05,Brazil,Acre,881935,83240,117,148,1.0206896551724138,stable,1686,4,5,1.6666666666666667,upward,2021-06,2021
2021-06-06,Brazil,Acre,881935,83306,66,119,0.8206896551724138,stable,1690,4,5,1.6666666666666667,upward,2021-06,2021
2021-06-07,Brazil,Acre,881935,83350,44,118,0.8740740740740741,stable,1692,2,5,1.25,upward,2021-06,2021
2021-06-08,Brazil,Acre,881935,83409,59,119,0.7828947368421053,stable,1697,5,4,1.0,stable,2021-06,2021
2021-06-09,Brazil,Acre,881935,83473,64,103,0.6204819277108434,downward,1697,0,3,1.0,stable,2021-06,2021
2021-06-10,Brazil,Acre,881935,83665,192,104,0.6153846153846154,downward,1699,2,3,1.0,stable,2021-06,2021
2021-06-11,Brazil,Acre,881935,84039,374,131,1.0,stable,1701,2,3,0.75,stable,2021-06,2021
2021-06-12,Brazil,Acre,881935,84104,65,124,1.008130081300813,stable,1707,6,3,0.75,stable,2021-06,2021
2021-06-13,Brazil,Acre,881935,84174,70,124,0.8104575163398693,stable,1712,5,4,1.0,stable,2021-06,2021
2021-06-14,Brazil,Acre,881935,84337,163,141,0.9657534246575342,stable,1719,7,4,1.3333333333333333,upward,2021-06,2021
2021-06-15,Brazil,Acre,881935,84404,67,143,1.0751879699248121,stable,1721,2,4,1.3333333333333333,upward,2021-06,2021
2021-06-16,Brazil,Acre,881935,84450,46,140,1.0852713178294573,stable,1723,2,4,1.0,stable,2021-06,2021
2021-06-17,Brazil,Acre,881935,84487,37,118,0.8613138686131386,stable,1725,2,4,1.0,stable,2021-06,2021
2021-06-18,Brazil,Acre,881935,84687,200,93,0.6642857142857143,downward,1728,3,4,1.0,stable,2021-06,2021
2021-06-19,Brazil,Acre,881935,84812,125,102,0.6891891891891891,downward,1729,1,4,0.8,stable,2021-06,2021
2021-06-20,Brazil,Acre,881935,84849,37,97,0.8151260504201681,stable,1730,1,3,0.6,downward,2021-06,2021
2021-06-21,Brazil,Acre,881935,84918,69,83,0.7033898305084746,downward,1732,2,2,0.4,downward,2021-06,2021
2021-06-22,Brazil,Acre,881935,84937,19,77,0.6470588235294118,downward,1734,2,2,0.5,downward,2021-06,2021
2021-06-23,Brazil,Acre,881935,85043,106,85,0.8252427184466019,stable,1734,0,2,0.6666666666666666,downward,2021-06,2021
2021-06-24,Brazil,Acre,881935,85128,85,92,0.8846153846153846,stable,1735,1,2,0.6666666666666666,downward,2021-06,2021
2021-06-25,Brazil,Acre,881935,85273,145,84,0.6412213740458015,downward,1736,1,2,0.6666666666666666,downward,2021-06,2021
2021-06-26,Brazil,Acre,881935,85383,110,82,0.6612903225806451,downward,1736,0,1,0.3333333333333333,downward,2021-06,2021
2021-06-27,Brazil,Acre,881935,85463,80,88,0.7096774193548387,downward,1736,0,1,0.25,downward,2021-06,2021
2021-06-28,Brazil,Acre,881935,85496,33,83,0.5886524822695035,downward,1736,0,1,0.25,downward,2021-06,2021
2021-06-29,Brazil,Acre,881935,85526,30,85,0.5944055944055944,downward,1738,2,1,0.25,downward,2021-06,2021
2021-06-30,Brazil,Acre,881935,85556,30,74,0.5285714285714286,downward,1738,0,1,0.25,downward,2021-06,2021
2021-07-01,Brazil,Acre,881935,85736,180,87,0.7372881355932204,downward,1741,3,1,0.25,downward,2021-07,2021
2021-07-02,Brazil,Acre,881935,85797,61,75,0.8064516129032258,stable,1742,1,1,0.25,downward,2021-07,2021
2021-07-03,Brazil,Acre,881935,85871,74,70,0.6862745098039216,downward,1746,4,2,0.5,downward,2021-07,2021
2021-07-04,Brazil,Acre,881935,85897,26,62,0.6391752577319587,downward,1752,6,3,1.0,stable,2021-07,2021
2021-07-05,Brazil,Acre,881935,85983,86,70,0.8433734939759037,stable,1757,5,3,1.5,upward,2021-07,2021
2021-07-06,Brazil,Acre,881935,85997,14,68,0.8831168831168831,stable,1760,3,4,2.0,upward,2021-07,2021
2021-07-07,Brazil,Acre,881935,86120,123,81,0.9529411764705882,stable,1761,1,4,2.0,upward,2021-07,2021
2021-07-08,Brazil,Acre,881935,86296,176,80,0.8695652173913043,stable,1761,0,3,1.5,upward,2021-07,2021
2021-07-09,Brazil,Acre,881935,86400,104,87,1.0357142857142858,stable,1764,3,4,2.0,upward,2021-07,2021
2021-07-10,Brazil,Acre,881935,86454,54,84,1.024390243902439,stable,1766,2,3,3.0,upward,2021-07,2021
2021-07-11,Brazil,Acre,881935,86467,13,82,0.9318181818181818,stable,1766,0,2,2.0,upward,2021-07,2021
2021-07-12,Brazil,Acre,881935,86481,14,72,0.8674698795180723,stable,1767,1,2,2.0,upward,2021-07,2021
2021-07-13,Brazil,Acre,881935,86492,11,71,0.8352941176470589,stable,1770,3,2,2.0,upward,2021-07,2021
2021-07-14,Brazil,Acre,881935,86544,52,61,0.8243243243243243,stable,1771,1,2,2.0,upward,2021-07,2021
2021-07-15,Brazil,Acre,881935,86595,51,43,0.4942528735632184,downward,1774,3,2,2.0,upward,2021-07,2021
2021-07-16,Brazil,Acre,881935,86644,49,35,0.4666666666666667,downward,1776,2,2,2.0,upward,2021-07,2021
2021-07-17,Brazil,Acre,881935,86664,20,30,0.42857142857142855,downward,1776,0,2,1.0,stable,2021-07,2021
2021-07-18,Brazil,Acre,881935,86680,16,31,0.5,downward,1777,1,2,0.6666666666666666,downward,2021-07,2021
2021-07-19,Brazil,Acre,881935,86729,49,36,0.5142857142857142,downward,1779,2,2,0.6666666666666666,downward,2021-07,2021
2021-07-20,Brazil,Acre,881935,86743,14,36,0.5294117647058824,downward,1780,1,2,0.5,downward,2021-07,2021
2021-07-21,Brazil,Acre,881935,86757,14,31,0.38271604938271603,downward,1791,11,3,0.75,stable,2021-07,2021
2021-07-22,Brazil,Acre,881935,86844,87,36,0.45,downward,1793,2,3,1.0,stable,2021-07,2021
2021-07-23,Brazil,Acre,881935,86855,11,31,0.3563218390804598,downward,1796,3,3,0.75,stable,2021-07,2021
2021-07-24,Brazil,Acre,881935,86936,81,39,0.4642857142857143,downward,1796,0,3,1.0,stable,2021-07,2021
2021-07-25,Brazil,Acre,881935,86952,16,39,0.47560975609756095,downward,1796,0,3,1.5,upward,2021-07,2021
2021-07-26,Brazil,Acre,881935,86987,35,37,0.5138888888888888,downward,1797,1,3,1.5,upward,2021-07,2021
2021-07-27,Brazil,Acre,881935,86999,12,37,0.5211267605633803,downward,1797,0,3,1.5,upward,2021-07,2021
2021-07-28,Brazil,Acre,881935,87053,54,43,0.7049180327868853,downward,1798,1,1,0.5,downward,2021-07,2021
2021-07-29,Brazil,Acre,881935,87073,20,33,0.7674418604651163,stable,1798,0,1,0.5,downward,2021-07,2021
2021-07-30,Brazil,Acre,881935,87128,55,39,1.1142857142857143,stable,1798,0,1,0.5,downward,2021-07,2021
2021-07-31,Brazil,Acre,881935,87141,13,30,1.0,stable,1799,1,1,0.5,downward,2021-07,2021
2021-08-01,Brazil,Acre,881935,87147,6,28,0.9032258064516129,stable,1800,1,1,0.5,downward,2021-08,2021
2021-08-02,Brazil,Acre,881935,87186,39,29,0.8055555555555556,stable,1802,2,1,0.5,downward,2021-08,2021
2021-08-03,Brazil,Acre,881935,87188,2,27,0.75,stable,1802,0,1,0.5,downward,2021-08,2021
2021-08-04,Brazil,Acre,881935,87232,44,26,0.8387096774193549,stable,1802,0,1,0.3333333333333333,downward,2021-08,2021
2021-08-05,Brazil,Acre,881935,87291,59,32,0.8888888888888888,stable,1802,0,1,0.3333333333333333,downward,2021-08,2021
2021-08-06,Brazil,Acre,881935,87379,88,36,1.1612903225806452,upward,1804,2,1,0.3333333333333333,downward,2021-08,2021
2021-08-07,Brazil,Acre,881935,87389,10,36,0.9230769230769231,stable,1804,0,1,0.3333333333333333,downward,2021-08,2021
2021-08-08,Brazil,Acre,881935,87389,0,35,0.8974358974358975,stable,1804,0,1,0.3333333333333333,downward,2021-08,2021
2021-08-09,Brazil,Acre,881935,87422,33,34,0.918918918918919,stable,1804,0,1,0.3333333333333333,downward,2021-08,2021
2021-08-10,Brazil,Acre,881935,87423,1,34,0.918918918918919,stable,1804,0,1,0.3333333333333333,downward,2021-08,2021
2021-08-11,Brazil,Acre,881935,87468,45,34,0.7906976744186046,stable,1805,1,1,1.0,stable,2021-08,2021
2021-08-12,Brazil,Acre,881935,87476,8,27,0.8181818181818182,stable,1807,2,1,1.0,stable,2021-08,2021
2021-08-13,Brazil,Acre,881935,87485,9,16,0.41025641025641024,downward,1807,0,1,1.0,stable,2021-08,2021
2021-08-14,Brazil,Acre,881935,87487,2,14,0.4666666666666667,downward,1807,0,1,1.0,stable,2021-08,2021
2021-08-15,Brazil,Acre,881935,87489,2,15,0.5357142857142857,downward,1807,0,1,1.0,stable,2021-08,2021
2021-08-16,Brazil,Acre,881935,87492,3,10,0.3448275862068966,downward,1808,1,1,1.0,stable,2021-08,2021
2021-08-17,Brazil,Acre,881935,87602,110,26,0.9629629629629629,stable,1808,0,1,1.0,stable,2021-08,2021
2021-08-18,Brazil,Acre,881935,87607,5,20,0.7692307692307693,stable,1808,0,1,1.0,stable,2021-08,2021
2021-08-19,Brazil,Acre,881935,87638,31,24,0.75,stable,1808,0,1,1.0,stable,2021-08,2021
2021-08-20,Brazil,Acre,881935,87671,33,27,0.75,stable,1809,1,1,1.0,stable,2021-08,2021
